Sat Apr 25 06:42:43 +0000 2015,591854834208219136,1560634040,Hope everyone is okay after the 7.5 mag earthquake in Nepal moments ago !,2
Sat Apr 25 06:42:53 +0000 2015,591854876960796672,14233596,Felt the Nepalearthquake here in Kolkata .,2
Sat Apr 25 06:42:53 +0000 2015,591854876960796672,14233596,Hope the relief operations are underway .,2
Sat Apr 25 06:43:12 +0000 2015,591854955499102208,123388787,Is that an official reading ?,1
Sat Apr 25 06:43:35 +0000 2015,591855051921952768,218141673,Another disaster management task for India .,2
Sat Apr 25 06:44:02 +0000 2015,591855165998694401,2995904436,"Breaking News , massive damage and in Kathmandu houses collapsed and many people feared dead .",1
Sat Apr 25 06:44:30 +0000 2015,591855285947342848,63697141,80 Kms NW of Kathmandu valley puts the Epicentre at Gorkha district .,1
Sat Apr 25 06:44:35 +0000 2015,591855304209506305,2328760734,Hope everyone is okay after the 7.5 mag earthquake in Nepal moments ago !,2
Sat Apr 25 06:44:45 +0000 2015,591855345342877696,108317848,"Aaisa chala tho , India will run short of Chowkidaars !!",1
Sat Apr 25 06:44:45 +0000 2015,591855345342877696,108317848,Ooooo Saabjeee Nepal ko bachao !!,1
Sat Apr 25 06:45:18 +0000 2015,591855483654262786,245749033,80 Kms NW of Kathmandu valley puts the Epicentre at Gorkha district .,1
Sat Apr 25 06:46:41 +0000 2015,591855834369392640,203426012,A 7.5 earthquake in nepal .,1
Sat Apr 25 06:47:15 +0000 2015,591855978020233216,472831338,Thoughts are with victims of NepalEarthquake Earthquake .,1
Sat Apr 25 06:47:55 +0000 2015,591856145062473728,123388787,At least 90 seconds in and the ground is still swaying .,1
Sat Apr 25 06:48:08 +0000 2015,591856199902990336,14316161,That was at least a 4.0 aftershock .,2
Sat Apr 25 06:48:08 +0000 2015,591856199902990336,14316161,I miss the California fault lines right about now .,2
Sat Apr 25 06:48:13 +0000 2015,591856220018880512,20158276,Nepal earthquake 7.5 b/w Kathmandu & .,1
Sat Apr 25 06:48:33 +0000 2015,591856304383139840,521173411,Another disaster management task for India .,1
Sat Apr 25 06:48:37 +0000 2015,591856321219072001,2995904436,this is the Nepalese TV station now went dark .,1
Sat Apr 25 06:49:08 +0000 2015,591856449657053185,14917151,"seems to be safe by earthquake , massive velocity at NepalEarthquake , please send some help nearby .",1
Sat Apr 25 06:49:35 +0000 2015,591856564966850561,161314455,very small tremor in New Delhi again .,2
Sat Apr 25 06:50:06 +0000 2015,591856691185979392,5641772,"This could be very , very bad .",2
Sat Apr 25 06:50:13 +0000 2015,591856720579796992,263021647,"7.5 Rector Scale , Epicenter Pokhara , Near Kathmandu !!!",1
Sat Apr 25 06:51:03 +0000 2015,591856932916428800,19551148,Magnitude 7.5 earthquake in Nepal .,1
Sat Apr 25 06:51:45 +0000 2015,591857108062081024,2613735318,Buildings collapse as a result of the earthquake in Nepal .,1
Sat Apr 25 06:51:47 +0000 2015,591857117088329728,57343729,After shocks still felt across Nepal and few parts of India .,2
Sat Apr 25 06:51:47 +0000 2015,591857117088329728,57343729,Severe damages and many building .,2
Sat Apr 25 06:52:43 +0000 2015,591857353034567680,836993707,"Telephones in NDRF HQ in R K Puram buzzing non stop , all ears on updates coming from different agencies , they r hope in .",2
Sat Apr 25 06:52:58 +0000 2015,591857415987027968,83440337,"7.5 earthquake hits Pokhara Nepal in past hour , Buildings damaged 200 miles away .",1
Sat Apr 25 06:53:15 +0000 2015,591857485503459328,2988062127,7.5 to 7.7 magnitude Kathmandu .,1
Sat Apr 25 06:53:45 +0000 2015,591857613652021248,294479557,KTLA is reporting the earthquake in Nepal was a 7.5 .,1
Sat Apr 25 06:54:02 +0000 2015,591857684112019456,809490474,Prayers going out to all the affected in Nepal .,2
Sat Apr 25 06:54:02 +0000 2015,591857684112019456,809490474,Moment of silence for them .,2
Sat Apr 25 06:54:08 +0000 2015,591857707956633600,365673520,All huddled outside with family .,1
Sat Apr 25 06:54:56 +0000 2015,591857910478602240,15819609,Series of minor tremors common after the big quake .,1
Sat Apr 25 06:55:10 +0000 2015,591857970226442240,106057438,The ground is still shaking .,1
Sat Apr 25 06:56:09 +0000 2015,591858216004268032,361687242,Would not have thought today would be the to feel this earthquake .,2
Sat Apr 25 06:56:41 +0000 2015,591858348376530945,122585480,Huge damage reported in NepalEarthquake .,1
Sat Apr 25 06:56:41 +0000 2015,591858348376530945,122585480,Damage reports from India will be coming soon .,1
Sat Apr 25 06:56:49 +0000 2015,591858382425849856,2995904436,80 Kms NW of Kathmandu valley puts the Epicentre at Gorkha district .,1
Sat Apr 25 06:57:01 +0000 2015,591858433441144832,2221667024,"Strong after shocks felt in Delhi , will continue .",2
Sat Apr 25 06:57:18 +0000 2015,591858503192457216,110633600,Prayers for Safety of People of Nepal and Northern Parts of India .,2
Sat Apr 25 06:57:18 +0000 2015,591858504102596609,2613735318,"Fear pulls people out of the houses in Nepal & northern & eastern India , as earthquake tremors hit .",1
Sat Apr 25 06:57:20 +0000 2015,591858511753031680,123388787,At least 8 aftershocks now .,1
Sat Apr 25 06:57:20 +0000 2015,591858511753031680,123388787,Or maybe at this point it's my legs trembling .,1
Sat Apr 25 06:57:20 +0000 2015,591858515125211136,2762504124,KTLA is reporting the earthquake in Nepal was a 7.5 .,1
Sat Apr 25 06:57:44 +0000 2015,591858613532033024,430944132,Reports coming of a horrible earthquake in Nepal 7.4 scale .,2
Sat Apr 25 06:57:44 +0000 2015,591858613532033024,430944132,May God make it easier for the people .,2
Sat Apr 25 06:57:51 +0000 2015,591858641675751424,159113583,All is well in Indore .,2
Sat Apr 25 06:57:51 +0000 2015,591858641675751424,159113583,May lord be with Nepal .,2
Sat Apr 25 06:58:07 +0000 2015,591858711225765888,20154717,Feels like we r on top of a jelly cup !,2
Sat Apr 25 06:58:14 +0000 2015,591858740464259072,71471392,Series of strong earthquakes hitting Nepal hard .,1
Sat Apr 25 06:58:14 +0000 2015,591858740464259072,71471392,It's still going and going strong .,1
Sat Apr 25 06:58:20 +0000 2015,591858765495808000,2995904436,KTLA is reporting the earthquake in Nepal was a 7.5 .,1
Sat Apr 25 06:58:25 +0000 2015,591858787251695616,123388787,"A group of Nepalis are chanting as we all stand around , waiting .",2
Sat Apr 25 06:58:26 +0000 2015,591858790435131392,2613735318,Pictures flood in from Nepal .,1
Sat Apr 25 06:58:35 +0000 2015,591858829928701952,14230290,"7.5 earthquake hits Pokhara Nepal in past hour , Buildings damaged 200 miles away .",1
Sat Apr 25 06:58:44 +0000 2015,591858866511478784,2995904436,The ground is still shaking .,1
Sat Apr 25 06:58:47 +0000 2015,591858878964346880,2995904436,Prayers going out to all the affected in Nepal .,2
Sat Apr 25 06:58:47 +0000 2015,591858878964346880,2995904436,Moment of silence for them .,2
Sat Apr 25 07:00:25 +0000 2015,591859290282954752,1509863664,What's the latest on the people in the field ?,2
Sat Apr 25 07:01:42 +0000 2015,591859610845196288,199666247,Prayers for Safety of People of Nepal and Northern Parts of India .,2
Sat Apr 25 07:01:48 +0000 2015,591859637143474176,40044280,"We have a choice , either we can share important info on NepalEarthquake or go down to the level of Media Clowns .",2
Sat Apr 25 07:02:03 +0000 2015,591859700871880704,230676187,Hope everybody is safe in India !,2
Sat Apr 25 07:02:18 +0000 2015,591859763631132672,2256214177,"We have a choice , either we can share important info on NepalEarthquake or go down to the level of Media Clowns .",2
Sat Apr 25 07:02:29 +0000 2015,591859808581525504,106057438,Thinking about people in hospitals and old people .,2
Sat Apr 25 07:02:29 +0000 2015,591859808581525504,106057438,Hope they could run and hope they are safe .,2
Sat Apr 25 07:02:35 +0000 2015,591859835362152448,37634165,"Just experienced a 7.5 earthquake in Kathmandu , Crazy stuff .",1
Sat Apr 25 07:02:35 +0000 2015,591859835362152448,37634165,Some buildings down but people and our team all ok .,1
Sat Apr 25 07:02:44 +0000 2015,591859873039523840,27425121,Our prayers and thoughts are with Nepal and pray for safety of all in Nepal .,2
Sat Apr 25 07:03:36 +0000 2015,591860088681287680,2613735318,"Flights to Nepal capital , Kathmandu affected .",1
Sat Apr 25 07:03:36 +0000 2015,591860089239175168,2426969382,Our prayers and thoughts are with Nepal and pray for safety of all in Nepal .,2
Sat Apr 25 07:03:59 +0000 2015,591860188577198080,43111662,Earthquake of magnitude 7.5 on the Ritcher scale hits Nepal .,1
Sat Apr 25 07:04:19 +0000 2015,591860268927361024,970483872,Let's all pray that the destruction and potential loss of life is minimal .,2
Sat Apr 25 07:04:26 +0000 2015,591860299151462400,1013318466,Everyone get blessing from Allah .,1
Sat Apr 25 07:04:29 +0000 2015,591860312682274818,104439406,Felt a couple of more aftershocks in Ahmedabad So uncool .,2
Sat Apr 25 07:05:06 +0000 2015,591860469700300802,528039191,"We have a choice , either we can share important info on NepalEarthquake or go down to the level of Media Clowns .",2
Sat Apr 25 07:05:22 +0000 2015,591860536217706496,17703330,USGS has revised the intensity to 7.9 .,1
Sat Apr 25 07:05:23 +0000 2015,591860541431226369,156596350,Another disaster management task for India .,1
Sat Apr 25 07:05:28 +0000 2015,591860560808976384,153122501,The ground is still shaking .,1
Sat Apr 25 07:05:38 +0000 2015,591860600273293312,1951820318,Felt a couple of more aftershocks in Ahmedabad So uncool .,2
Sat Apr 25 07:06:07 +0000 2015,591860722075729920,166536539,"We have a choice , either we can share important info on NepalEarthquake or go down to the level of Media Clowns .",2
Sat Apr 25 07:06:08 +0000 2015,591860730162319360,2613735318,Reports come in confirming massive damages in Nepal .,1
Sat Apr 25 07:06:41 +0000 2015,591860865143549952,34710182,"Stop it with the Gujrat references , Its Nepal that needs the attention right now , Prayers go out to people in NepalEarthquake .",2
Sat Apr 25 07:06:41 +0000 2015,591860868515631104,840581,Seems like more people are heading out of Thamel into this more open area .,1
Sat Apr 25 07:07:21 +0000 2015,591861033909653504,7030722,Worried for friends and family in Nepal and northern/eastern India .,1
Sat Apr 25 07:07:23 +0000 2015,591861043892105216,822912470,USGS has revised the intensity to 7.9 .,1
Sat Apr 25 07:07:40 +0000 2015,591861115279118336,23488779,USGS has revised the intensity to 7.9 .,1
Sat Apr 25 07:07:41 +0000 2015,591861117921591296,77193761,USGS has revised the intensity to 7.9 .,1
Sat Apr 25 07:07:56 +0000 2015,591861182132191232,2207799235,I hope and pray everyone is safe back home .,2
Sat Apr 25 07:08:10 +0000 2015,591861239564902400,421497141,At least 8 aftershocks now .,1
Sat Apr 25 07:08:10 +0000 2015,591861239564902400,421497141,Or maybe at this point it's my legs trembling .,1
Sat Apr 25 07:08:12 +0000 2015,591861247156428800,242204358,USGS has revised the intensity to 7.9 .,1
Sat Apr 25 07:08:13 +0000 2015,591861254412587008,1021333598,USGS has revised the intensity to 7.9 .,1
Sat Apr 25 07:08:24 +0000 2015,591861298993893376,366436170,Poor Nepal they didn't need this .,2
Sat Apr 25 07:08:35 +0000 2015,591861343969484800,8099372,USGS has revised the intensity to 7.9 .,1
Sat Apr 25 07:08:58 +0000 2015,591861441801523200,3634,USGS has revised the intensity to 7.9 .,1
Sat Apr 25 07:09:19 +0000 2015,591861528095133696,836993707,Indian Govt & shud repeat feat in NepalEarthquake .,1
Sat Apr 25 07:09:19 +0000 2015,591861528095133696,836993707,Small gratitude to Gorkhas serving IndianArmy for 200 yrs .,1
Sat Apr 25 07:09:19 +0000 2015,591861530305560576,86944266,USGS has revised the intensity to 7.9 .,1
Sat Apr 25 07:09:23 +0000 2015,591861546793340928,46452072,Photos of damage beginning to come out of Nepal after 7.5 earthquake .,2
Sat Apr 25 07:09:47 +0000 2015,591861648765296641,2613735318,Panicked Kolkata dwellers run to the streets after feeling the tremors .,2
Sat Apr 25 07:10:06 +0000 2015,591861725223227392,40044280,For updates on NepalEarthquake this is the most accurate one .,1
Sat Apr 25 07:10:58 +0000 2015,591861945604542466,90331505,7.5 magnitude is massive occurred 12km below the surface .,1
Sat Apr 25 07:11:13 +0000 2015,591862005742505986,40044280,As per this 7.9 now intensity of NepalEarthquake Kathmandu has been hit real bad .,1
Sat Apr 25 07:11:26 +0000 2015,591862062101307392,2613735318,Mobile phone services affected in Nepal .,1
Sat Apr 25 07:11:48 +0000 2015,591862153671348224,41034053,That was at least a 4.0 aftershock .,2
Sat Apr 25 07:11:48 +0000 2015,591862153671348224,41034053,I miss the California fault lines right about now .,2
Sat Apr 25 07:11:48 +0000 2015,591862153931423744,106513394,"We have a choice , either we can share important info on NepalEarthquake or go down to the level of Media Clowns .",2
Sat Apr 25 07:12:01 +0000 2015,591862208696463361,15789023,USGS has revised the intensity to 7.9 .,1
Sat Apr 25 07:12:05 +0000 2015,591862226094395392,2613735318,Massive damages reported in Nepal .,1
Sat Apr 25 07:12:17 +0000 2015,591862274664476673,54863604,"Praying for the loved ones back home , Hope everyone is safe , .",2
Sat Apr 25 07:12:32 +0000 2015,591862338636001280,326003769,As per this 7.9 now intensity of NepalEarthquake Kathmandu has been hit real bad .,1
Sat Apr 25 07:12:45 +0000 2015,591862394680283136,826956144,"7.5 scale magnitude earthquake in nepal , Hope the people are safe .",2
Sat Apr 25 07:12:48 +0000 2015,591862405015085056,34618931,"We have a choice , either we can share important info on NepalEarthquake or go down to the level of Media Clowns .",2
Sat Apr 25 07:12:48 +0000 2015,591862407389024256,2995904436,desperate need for international relief agencies massive damage and thousands feared dead or trapped .,2
Sat Apr 25 07:12:51 +0000 2015,591862419405701121,1666873268,"We have a choice , either we can share important info on NepalEarthquake or go down to the level of Media Clowns .",2
Sat Apr 25 07:13:04 +0000 2015,591862473038241792,629452437,Praying God for stopping further damage .,2
Sat Apr 25 07:13:21 +0000 2015,591862544077299712,69822203,"We have a choice , either we can share important info on NepalEarthquake or go down to the level of Media Clowns .",2
Sat Apr 25 07:13:37 +0000 2015,591862609781002241,2506907803,USGS has revised the intensity to 7.9 .,1
Sat Apr 25 07:13:49 +0000 2015,591862662159605761,34710182,"Trolling is fine , but at the loss of life , unacceptable .",1
Sat Apr 25 07:13:58 +0000 2015,591862698524020738,1079202150,They're saying the Nepal earthquake is a 7.9 and shallow .,2
Sat Apr 25 07:13:58 +0000 2015,591862698524020738,1079202150,This could be really bad .,2
Sat Apr 25 07:14:51 +0000 2015,591862920369213441,123388787,Been a good 20 minutes now since we've felt an aftershock .,1
Sat Apr 25 07:14:51 +0000 2015,591862920369213441,123388787,Just starting to wonder what the next 24 hours hold .,1
Sat Apr 25 07:15:13 +0000 2015,591863013700861952,170282279,"We have a choice , either we can share important info on NepalEarthquake or go down to the level of Media Clowns .",2
Sat Apr 25 07:15:29 +0000 2015,591863079358496768,2613735318,First death reported in the earthquake in Nepal .,1
Sat Apr 25 07:15:31 +0000 2015,591863090741817344,40044280,"Both Kathmandu and Bharatpur have had intensity of IX , which is typically very Strong , damage will be extensive .",2
Sat Apr 25 07:15:35 +0000 2015,591863104792711169,128802901,As per this 7.9 now intensity of NepalEarthquake Kathmandu has been hit real bad .,1
Sat Apr 25 07:15:38 +0000 2015,591863117178482689,379315194,"We have a choice , either we can share important info on NepalEarthquake or go down to the level of Media Clowns .",2
Sat Apr 25 07:16:26 +0000 2015,591863319310405633,39969451,"We have a choice , either we can share important info on NepalEarthquake or go down to the level of Media Clowns .",2
Sat Apr 25 07:16:51 +0000 2015,591863424629374976,46867957,USGS has revised the intensity to 7.9 .,1
Sat Apr 25 07:17:21 +0000 2015,591863549309231104,248308530,More images of the NepalEarthquake coming in via social media .,1
Sat Apr 25 07:17:21 +0000 2015,591863549321826304,2982269822,More images of the NepalEarthquake coming in via social media .,1
Sat Apr 25 07:17:54 +0000 2015,591863687863898112,123388787,"Seems like a lot of dust unsettled , but many buildings structurally intact .",1
Sat Apr 25 07:17:57 +0000 2015,591863703521271808,247998780,More images of the NepalEarthquake coming in via social media .,1
Sat Apr 25 07:18:17 +0000 2015,591863787424129025,39214789,flights to KTM on hold until we get more news on impact of earthquake and readiness of airport .,2
Sat Apr 25 07:18:18 +0000 2015,591863788099350528,40044280,"are already on the job regarding NepalEarthquake , see what u can do from your end .",2
Sat Apr 25 07:18:26 +0000 2015,591863825001029632,734853985,More images of the NepalEarthquake coming in via social media .,1
Sat Apr 25 07:18:42 +0000 2015,591863892566941696,44566855,More images of the NepalEarthquake coming in via social media .,1
Sat Apr 25 07:18:43 +0000 2015,591863894404009984,17735075,USGS has revised the intensity to 7.9 .,1
Sat Apr 25 07:19:02 +0000 2015,591863976415207424,528039191,"are already on the job regarding NepalEarthquake , see what u can do from your end .",2
Sat Apr 25 07:19:04 +0000 2015,591863984799621122,218100045,More images of the NepalEarthquake coming in via social media .,1
Sat Apr 25 07:19:06 +0000 2015,591863989916684288,1601411311,More images of the NepalEarthquake coming in via social media .,1
Sat Apr 25 07:19:08 +0000 2015,591863998808625152,218100045,More images of the NepalEarthquake coming in via social media .,1
Sat Apr 25 07:19:22 +0000 2015,591864059890307072,39214789,"also preparing to support relief agencies once airport condition is known , details to follow .",1
Sat Apr 25 07:19:41 +0000 2015,591864138936127488,111001663,"We have a choice , either we can share important info on NepalEarthquake or go down to the level of Media Clowns .",2
Sat Apr 25 07:20:01 +0000 2015,591864221182205952,44839509,"Earthquake In Nepal , India , Earthquake In Delhi , Tremors Felt In National Capital Region .",1
Sat Apr 25 07:20:09 +0000 2015,591864254917128193,44839509,"Earthquake In Nepal , India , Tremors Felt In Bihar & Parts Of West Bengal As Well .",1
Sat Apr 25 07:20:14 +0000 2015,591864276505104385,287547999,"Seems like a lot of dust unsettled , but many buildings structurally intact .",1
Sat Apr 25 07:20:17 +0000 2015,591864287846477824,591975237,"Earthquake In Nepal , India , Tremors Felt In Bihar & Parts Of West Bengal As Well .",1
Sat Apr 25 07:20:22 +0000 2015,591864310420213760,84819092,More images of the NepalEarthquake coming in via social media .,1
Sat Apr 25 07:20:24 +0000 2015,591864317445799936,44839509,"Earthquake In Nepal , India , Tremors Felt In Delhi , Lucknow , Kolkata & Other Parts Of Northern India .",1
Sat Apr 25 07:20:26 +0000 2015,591864325809119233,2815239325,"We have a choice , either we can share important info on NepalEarthquake or go down to the level of Media Clowns .",2
Sat Apr 25 07:20:30 +0000 2015,591864342137581569,40935245,Our should consider sending Indian forces for rescue operations and disaster management .,2
Sat Apr 25 07:20:40 +0000 2015,591864385208983552,44839509,"USGS Says , Nepal Earthquake Upgraded To 7.9 Magnitude , Only 2 km Deep .",1
Sat Apr 25 07:20:53 +0000 2015,591864439432978432,8606342,Thinking of my Nepali friends & my old neighbourhood in Kathmandu as reports of nepalearthquake come in .,1
Sat Apr 25 07:20:54 +0000 2015,591864445883777025,67854459,More images of the NepalEarthquake coming in via social media .,1
Sat Apr 25 07:21:04 +0000 2015,591864486249820160,44839509,"Earthquake In Nepal , India , Epicentre Of The Earthquake Was In Nepal , Met Dept .",1
Sat Apr 25 07:21:21 +0000 2015,591864558530105345,59382765,Seems earthquake pattern from Kathmandu bound .,1
Sat Apr 25 07:21:22 +0000 2015,591864561243852800,16586311,Now I know my flat can survive a 7.5 .,1
Sat Apr 25 07:21:23 +0000 2015,591864565777891329,443529743,"Earthquake In Nepal , India , Tremors Felt In Bihar & Parts Of West Bengal As Well .",1
Sat Apr 25 07:21:39 +0000 2015,591864634812014592,222217244,More images of the NepalEarthquake coming in via social media .,1
Sat Apr 25 07:21:44 +0000 2015,591864652956504066,40044280,"Can we pls avoid Modi/Pappu/Communal/Secular jokes at least today , we can do that the other days of the year .",2
Sat Apr 25 07:21:54 +0000 2015,591864697663541248,359318779,More images of the NepalEarthquake coming in via social media .,1
Sat Apr 25 07:21:55 +0000 2015,591864699207028736,2613735318,WB CM Mamata Banerjee says Bengal is being monitored for tremors .,1
Sat Apr 25 07:22:04 +0000 2015,591864737530400769,67463249,"USGS Says , Nepal Earthquake Upgraded To 7.9 Magnitude , Only 2 km Deep .",1
Sat Apr 25 07:22:06 +0000 2015,591864747487731712,2329149577,Earthquake kaisa na ata Prabhu ko Rahul ko dekh gussa jo a gaya Nepal EarthquakeInNepal NepalEarthquake Kathmandu .,1
Sat Apr 25 07:22:08 +0000 2015,591864755679297538,44839509,"PM Modi Tweets On Earthquake , In The Process Of Finding More Info & Working To Reach Out To Those Affected .",1
Sat Apr 25 07:22:17 +0000 2015,591864791074938880,31621004,More images of the NepalEarthquake coming in via social media .,1
Sat Apr 25 07:22:52 +0000 2015,591864939632992256,127554147,The early pictures are terrifying .,1
Sat Apr 25 07:22:52 +0000 2015,591864939632992256,127554147,Massive destruction and loss of life in Nepal .,1
Sat Apr 25 07:23:51 +0000 2015,591865186018963457,123388787,Apparently a few sightings of small buildings just crumbling .,1
Sat Apr 25 07:24:06 +0000 2015,591865250833571840,368923228,Tremors taking a horrible form now especially in Nepal .,2
Sat Apr 25 07:24:08 +0000 2015,591865258383310848,3159965258,in Kedarnath holiday stunt angered God and NepalEarthquake happened today .,2
Sat Apr 25 07:24:10 +0000 2015,591865266239250432,86315526,This is the moment of truth for all of us Nepalese .,2
Sat Apr 25 07:24:10 +0000 2015,591865266239250432,86315526,"Have patience , we can pass this test .",2
Sat Apr 25 07:24:13 +0000 2015,591865279522582529,1356710378,"are already on the job regarding NepalEarthquake , see what u can do from your end .",2
Sat Apr 25 07:24:31 +0000 2015,591865355405889536,195258439,MT Some buildings have collapsed after massive earthquake rocks Nepal .,1
Sat Apr 25 07:24:38 +0000 2015,591865382249476096,343950650,"My friends in Nepal , I hope you , your friends and family are safe !",2
Sat Apr 25 07:24:49 +0000 2015,591865429548728320,484522355,The ground is still shaking .,1
Sat Apr 25 07:24:49 +0000 2015,591865430811156480,3010598372,"BREAKING NEWS , Strong earthquake strikes Nepal .",1
Sat Apr 25 07:24:53 +0000 2015,591865446804119552,507558279,"Most new high rises in Kathmandu ok , old buildings down .",2
Sat Apr 25 07:24:58 +0000 2015,591865468513751041,2613735318,"As in Delhi , Kolkata metro gets disrupted due the earthquake tremors too .",2
Sat Apr 25 07:25:15 +0000 2015,591865540836102144,123388787,Mobile network in and out for the past hour .,2
Sat Apr 25 07:25:15 +0000 2015,591865540836102144,123388787,Haven't been able to call or text .,2
Sat Apr 25 07:25:15 +0000 2015,591865540836102144,123388787,Not sure why twitter seems to be working .,2
Sat Apr 25 07:25:47 +0000 2015,591865672583520256,1219079599,Interesting that Jo'burg experienced an earth tremor right after the NepalEarthquake .,2
Sat Apr 25 07:25:53 +0000 2015,591865696763518976,123388787,Anyone know what's happening at the airport ?,2
Sat Apr 25 07:25:53 +0000 2015,591865696763518976,123388787,Most of our team in the air on the way here .,2
Sat Apr 25 07:25:56 +0000 2015,591865711074512896,122348743,Flights to and from Nepal put on hold after earthquake .,1
Sat Apr 25 07:25:56 +0000 2015,591865712869707776,145595563,"Friends & Tibetan family in NEPAL Om Benzra Krodha Haya Griwa Benzrapanri Drom Garuda Yaksha Raksha Hung Phat , Prayers .",2
Sat Apr 25 07:25:57 +0000 2015,591865717005266944,835175424,During the aftershock i was taking a bath .,2
Sat Apr 25 07:25:57 +0000 2015,591865717005266944,835175424,Only thing that i was thinking was they would find me naked .,2
Sat Apr 25 07:26:00 +0000 2015,591865726161432576,58116925,Prayers with friends from Nepal .,2
Sat Apr 25 07:26:43 +0000 2015,591865909238702080,2523124713,Phone lines are not working in some areas and NCell is not working either .,1
Sat Apr 25 07:27:00 +0000 2015,591865980164407296,97416647,"We have a choice , either we can share important info on NepalEarthquake or go down to the level of Media Clowns .",2
Sat Apr 25 07:27:02 +0000 2015,591865988276064256,379607450,strong earthquake happened in Nepal .,2
Sat Apr 25 07:27:14 +0000 2015,591866037588480000,44839509,"Earthquake In Nepal , India , Earthquake In Delhi , Tremors Felt In National Capital Region .",1
Sat Apr 25 07:27:23 +0000 2015,591866077631488001,23344094,Tremors taking a horrible form now especially in Nepal .,2
Sat Apr 25 07:27:28 +0000 2015,591866098187837440,59489293,Journo batchmate in Kathmandu working for a daily there says 50 killed and 1000s injured .,1
Sat Apr 25 07:27:56 +0000 2015,591866213434810368,91920237,I'm unable to contact home .,2
Sat Apr 25 07:28:03 +0000 2015,591866242530607106,120784950,Hope all in well in Nepal .,2
Sat Apr 25 07:28:08 +0000 2015,591866264655527937,1857833808,More images of the NepalEarthquake coming in via social media .,1
Sat Apr 25 07:28:12 +0000 2015,591866281932005378,258944868,I hope everyone is save in Nepal .,2
Sat Apr 25 07:28:31 +0000 2015,591866362449952768,238136463,revised and upscaled to 7.9 Thats Toooo severe Mijd drifts bak to 8 oct 2005 when i was woken by 8.6 in Muzaffarabad AJ&K .,1
Sat Apr 25 07:28:49 +0000 2015,591866435812466688,163485092,Seeing devastating pictures and news of the earthquake in Nepal !,2
Sat Apr 25 07:28:49 +0000 2015,591866435812466688,163485092,Prayers that all is well and all are safe !,2
Sat Apr 25 07:29:05 +0000 2015,591866505114947585,1451820792,The ground is still shaking .,1
Sat Apr 25 07:29:09 +0000 2015,591866521561014273,1373601120,Hope min or no loss of life .,2
Sat Apr 25 07:29:09 +0000 2015,591866521561014273,1373601120,still situation is not clear .,2
Sat Apr 25 07:29:09 +0000 2015,591866521561014273,1373601120,Praying for people of Nepal Kathmandu .,2
Sat Apr 25 07:29:29 +0000 2015,591866602578059265,74976598,"Prayers for my land , my people Nepal .",2
Sat Apr 25 07:29:29 +0000 2015,591866602578059265,74976598,Hope everybody is safe at this time of disaster !,2
Sat Apr 25 07:29:31 +0000 2015,591866612606578688,44839509,"Earthquake In Nepal , India , Tremors Felt In Delhi , Lucknow , Kolkata & Other Parts Of Northern India .",1
